Caption,Category
Urgent help needed for injured stray puppy #7112,Help
Vaccination campaign for street dogs happening at Lalitpur on July 15th.,Vaccination
Adopt Coco and give them the loving family they deserve.,Adoption
Free rabies vaccination for street dogs in Pokhara this weekend #2291,Vaccination
Looking to adopt a 2-month-old vaccinated kitten #421,Adoption
Wounded animal lying on the road at Dharan. Volunteers needed urgently!,Help
Free rabies vaccination for street dogs in Pokhara this weekend #6571,Vaccination
Sweet doggo ready for adop after vaccinashun 💉🐶,Adoption
Looking to adopt a 2-month-old vaccinated kitten #5957,Adoption
Local butcher illegally killed a street dog. Action needed! #4118,Illegal Activities
Local butcher illegally killed a street dog. Action needed! #5482,Illegal Activities
Looking to adopt a 2-month-old vaccinated kitten #513,Adoption
Looking to adopt a 2-month-old vaccinated kitten #7801,Adoption
Looking to adopt a 2-month-old vaccinated kitten #4685,Adoption
Urgent help needed for injured stray puppy #44,Help
Wounded animal lying on the road at Kathmandu. Volunteers needed urgently!,Help
Puppy crying in pain at Itahari. Please help!,Help
Friendly Beagle named Luna available for adoption in Butwal.,Adoption
Free rabies vaccination for street dogs in Pokhara this weekend #3123,Vaccination
Urgent help needed for injured stray puppy #7464,Help
Free rabies vaccination for street dogs in Pokhara this weekend #2455,Vaccination
Cruel treatment of animals reported near Itahari. Raise your voice!,Illegal Activities
Free rabies vaccination drive for stray animals at Butwal on Monday.,Vaccination
Abandoned kitten found in Kathmandu. Looking for a foster home.,Help
Looking to adopt a cute Pug? Meet Bella at Pokhara.,Adoption
Looking to adopt a 2-month-old vaccinated kitten #6365,Adoption
Looking to adopt a 2-month-old vaccinated kitten #6401,Adoption
Cruel treatment of animals reported near Dharan. Raise your voice!,Illegal Activities
OMG guys this pup needs HELP rn!! vaccinated last week tho 😭,Help
Looking to adopt a 2-month-old vaccinated kitten #7713,Adoption
Protect our strays: vaccination camp at Kathmandu this July 15th.,Vaccination
Rescued dog needs surgery nd foster home ASAP!,Help
Free rabies vaccination drive for stray animals at Butwal on August 1st.,Vaccination
Free rabies vaccination drive for stray animals at Itahari on July 15th.,Vaccination
Wounded animal lying on the road at Pokhara. Volunteers needed urgently!,Help
Adopt Charlie and give them the loving family they deserve.,Adoption
Vaccination campaign for street dogs happening at Butwal on this weekend.,Vaccination
Looking to adopt a 2-month-old vaccinated kitten #2065,Adoption
Free rabies vaccination for street dogs in Pokhara this weekend #8027,Vaccination
Urgent help needed for injured stray puppy #7284,Help
"Kitten rescued, vaccinated alrdy, looking 4 a home 🐱🏠",Adoption
Local butcher illegally killed a street dog. Action needed! #4814,Illegal Activities
Sweet doggo ready for adop after vaccinashun 💉🐶,Adoption
Looking to adopt a 2-month-old vaccinated kitten #2553,Adoption
Injured stray dog spotted near Bhaktapur. Immediate assistance needed!,Help
Looking to adopt a 2-month-old vaccinated kitten #1313,Adoption
Illegal dog fighting ring uncovered in Bhaktapur. Investigation ongoing.,Illegal Activities
Free rabiez vaccine camp 2day near Itahari 🐾,Vaccination
Cat available 4 adoption after rescue n treatment,Adoption
Local butcher illegally killed a street dog. Action needed! #7390,Illegal Activities
Local butcher illegally killed a street dog. Action needed! #6618,Illegal Activities
Protect our strays: vaccination camp at Biratnagar this July 15th.,Vaccination
Free rabies vaccination for street dogs in Pokhara this weekend #2403,Vaccination
Adopt Bella and give them the loving family they deserve.,Adoption
Join us for a community pet vaccination event in Biratnagar.,Vaccination
Looking to adopt a 2-month-old vaccinated kitten #7989,Adoption
Sweet doggo ready for adop after vaccinashun 💉🐶,Adoption
Kitten trafficking ring busted in city 🐱❌,Illegal Activities
Looking to adopt a 2-month-old vaccinated kitten #5421,Adoption
Cat already vaccinated but needs checkup again,Vaccination
Report: Suspected poisoning of stray animals in Pokhara. Authorities notified.,Illegal Activities
Abandoned kitten found in Pokhara. Looking for a foster home.,Help
Local butcher illegally killed a street dog. Action needed in Itahari!,Illegal Activities
Looking to adopt a cute Persian? Meet Charlie at Butwal.,Adoption
Illegal puppy adoption scam running in Pokhara 😡,Illegal Activities
Local butcher illegally killed a street dog. Action needed! #4962,Illegal Activities
Urgent help needed for injured stray puppy #1884,Help
Free rabies vaccination for street dogs in Pokhara this weekend #9055,Vaccination
Urgent help needed for injured stray puppy #7240,Help
"Stray pup got first vaccinashun, next due nxt month",Vaccination
Illegal dog fighting ring uncovered in Lalitpur. Investigation ongoing.,Illegal Activities
Adopt Charlie and give them the loving family they deserve.,Adoption
Friendly Pug named Bella available for adoption in Bhaktapur.,Adoption
Looking to adopt a 2-month-old vaccinated kitten #3153,Adoption
Adopt Charlie and give them the loving family they deserve.,Adoption
"Kitten rescued, vaccinated alrdy, looking 4 a home 🐱🏠",Adoption
Free rabies vaccination for street dogs in Pokhara this weekend #8967,Vaccination
Free rabies vaccination for street dogs in Pokhara this weekend #5999,Vaccination
Puppy adoption scam?? or legit?? idk 🤔,Adoption
Free rabies vaccination for street dogs in Pokhara this weekend #8483,Vaccination
Puppy crying in pain at Biratnagar. Please help!,Help
Looking to adopt a 2-month-old vaccinated kitten #2093,Adoption
Free rabiez vaccine camp 2day near Itahari 🐾,Vaccination
OMG guys this pup needs HELP rn!! vaccinated last week tho 😭,Help
"Meet Bella, a lovable Labrador looking for a forever home in Butwal.",Adoption
Local butcher illegally killed a street dog. Action needed! #8906,Illegal Activities
Rescued dog needs surgery nd foster home ASAP!,Help
Cruel treatment of animals reported near Kathmandu. Raise your voice!,Illegal Activities
Local butcher illegally killed a street dog. Action needed! #378,Illegal Activities
Cruel treatment of animals reported near Lalitpur. Raise your voice!,Illegal Activities
Local butcher illegally killed a street dog. Action needed in Kathmandu!,Illegal Activities
Looking to adopt a 2-month-old vaccinated kitten #8021,Adoption
Local butcher illegally killed a street dog. Action needed! #6470,Illegal Activities
Abandoned kitten found in Dharan. Looking for a foster home.,Help
Wounded animal lying on the road at Dharan. Volunteers needed urgently!,Help
"Kitten rescued, vaccinated alrdy, looking 4 a home 🐱🏠",Adoption
Looking to adopt a 2-month-old vaccinated kitten #7349,Adoption
Animal abuse recorded on street cam 🚨,Illegal Activities
Cat already vaccinated but needs checkup again,Vaccination
Looking to adopt a 2-month-old vaccinated kitten #7281,Adoption
Local butcher illegally killed a street dog. Action needed! #7978,Illegal Activities
Adopt Coco and give them the loving family they deserve.,Adoption
Sweet doggo ready for adop after vaccinashun 💉🐶,Adoption
Abandoned kitten found in Bhaktapur. Looking for a foster home.,Help
Free rabies vaccination for street dogs in Pokhara this weekend #4395,Vaccination
Illegal dog fighting ring uncovered in Biratnagar. Investigation ongoing.,Illegal Activities
Local butcher illegally killed a street dog. Action needed! #6946,Illegal Activities
Free rabies vaccination for street dogs in Pokhara this weekend #5903,Vaccination
Join us for a community pet vaccination event in Kathmandu.,Vaccination
Urgent help needed for injured stray puppy #9148,Help
Rescued dog needs surgery nd foster home ASAP!,Help
Urgent help needed for injured stray puppy #9852,Help
Free rabies vaccination for street dogs in Pokhara this weekend #5907,Vaccination
Wounded animal lying on the road at Itahari. Volunteers needed urgently!,Help
"Stray cat hurt badly, ppl plz hlp 🙏",Help
Free rabies vaccination drive for stray animals at Lalitpur on Monday.,Vaccination
Adopt Simba and give them the loving family they deserve.,Adoption
Urgent help needed for injured stray puppy #8824,Help
Dog fighting spotted 😢 report ASAP!!,Illegal Activities
Urgent help needed for injured stray puppy #5308,Help
Local butcher illegally killed a street dog. Action needed! #3238,Illegal Activities
"Stray cat hurt badly, ppl plz hlp 🙏",Help
Looking to adopt a 2-month-old vaccinated kitten #1393,Adoption
Looking to adopt a cute Stray? Meet Bella at Dharan.,Adoption
Local butcher illegally killed a street dog. Action needed! #1558,Illegal Activities
Urgent help needed for injured stray puppy #6900,Help
Free rabies vaccination drive for stray animals at Butwal on this weekend.,Vaccination
Local butcher illegally killed a street dog. Action needed! #782,Illegal Activities
"Kitten rescued, vaccinated alrdy, looking 4 a home 🐱🏠",Adoption
Injured stray dog spotted near Biratnagar. Immediate assistance needed!,Help
Illegal dog fighting ring uncovered in Kathmandu. Investigation ongoing.,Illegal Activities
Cruel treatment of animals reported near Lalitpur. Raise your voice!,Illegal Activities
Looking to adopt a 2-month-old vaccinated kitten #5601,Adoption
Cat already vaccinated but needs checkup again,Vaccination
Injured stray dog spotted near Pokhara. Immediate assistance needed!,Help
Free rabies vaccination for street dogs in Pokhara this weekend #6983,Vaccination
Urgent help needed for injured stray puppy #356,Help
Looking to adopt a 2-month-old vaccinated kitten #5429,Adoption
Animal abuse recorded on street cam 🚨,Illegal Activities
Looking to adopt a 2-month-old vaccinated kitten #3469,Adoption
Vaccination campaign for street dogs happening at Itahari on Monday.,Vaccination
Free rabies vaccination drive for stray animals at Lalitpur on Monday.,Vaccination
Local butcher illegally killed a street dog. Action needed in Itahari!,Illegal Activities
Urgent help needed for injured stray puppy #4944,Help
Puppy crying in pain at Kathmandu. Please help!,Help
Protect our strays: vaccination camp at Biratnagar this Monday.,Vaccination
Local butcher illegally killed a street dog. Action needed in Pokhara!,Illegal Activities
Illegal dog fighting ring uncovered in Kathmandu. Investigation ongoing.,Illegal Activities
Urgent help needed for injured stray puppy #7300,Help
Local butcher illegally killed a street dog. Action needed! #8478,Illegal Activities
Friendly German Shepherd named Max available for adoption in Butwal.,Adoption
Puppy crying in pain at Pokhara. Please help!,Help
Cat already vaccinated but needs checkup again,Vaccination
Looking to adopt a 2-month-old vaccinated kitten #4077,Adoption
Urgent help needed for injured stray puppy #6176,Help
Join us for a community pet vaccination event in Biratnagar.,Vaccination
"Meet Simba, a lovable Persian looking for a forever home in Itahari.",Adoption
Injured stray dog spotted near Butwal. Immediate assistance needed!,Help
Abandoned kitten found in Pokhara. Looking for a foster home.,Help
Local butcher illegally killed a street dog. Action needed in Bhaktapur!,Illegal Activities
Looking to adopt a 2-month-old vaccinated kitten #5049,Adoption
"Kitten rescued, vaccinated alrdy, looking 4 a home 🐱🏠",Adoption
"Meet Charlie, a lovable Beagle looking for a forever home in Butwal.",Adoption
Dog fighting spotted 😢 report ASAP!!,Illegal Activities
Kitten trafficking ring busted in city 🐱❌,Illegal Activities
Looking to adopt a 2-month-old vaccinated kitten #3685,Adoption
