Caption,Category
Illegal dog fighting ring uncovered in Kathmandu. Investigation ongoing.,Illegal Activities
Wounded animal lying on the road at Kathmandu. Volunteers needed urgently!,Help
Doggo looking for adoption after accident — needs medical help first 🐶💔,Help
Looking to adopt a 2-month-old vaccinated kitten #5393,Adoption
Urgent help needed for injured stray puppy #7624,Help
Abandoned kitten found in Dharan. Looking for a foster home.,Help
"Dog previously part of illegal fighting ring, now up for adoption",Adoption
"Rescued stray vaccinated last week, adoption requests open",Adoption
Puppy crying in pain at Bhaktapur. Please help!,Help
Illegal dog fighting ring uncovered in Bhaktapur. Investigation ongoing.,Illegal Activities
Adopt Coco and give them the loving family they deserve.,Adoption
Stray dog vaccinated at camp but still needs HELP immediately 🙏,Help
Dog fighting and illegal adoption both spotted near town,Illegal Activities
Urgent help needed for injured stray puppy #1524,Help
Adopt Max and give them the loving family they deserve.,Adoption
Local butcher illegally killed a street dog. Action needed! #6442,Illegal Activities
Adopt Luna and give them the loving family they deserve.,Adoption
Join us for a community pet vaccination event in Lalitpur.,Vaccination
Dog fighting and illegal adoption both spotted near town,Illegal Activities
Wounded animal lying on the road at Dharan. Volunteers needed urgently!,Help
Looking to adopt a cute Pug? Meet Bella at Biratnagar.,Adoption
Dog rescued from illegal breeder got vaccination this week,Vaccination
"Free vaccination camp for stray animals, some need adoption too",Vaccination
Local butcher illegally killed a street dog. Action needed! #1502,Illegal Activities
Abandoned kitten found in Kathmandu. Looking for a foster home.,Help
"Rescued dog was previously abused, report illegal breeder 🚨",Illegal Activities
"Dog rescued from abuse, available for adoption 🙏",Adoption
Local butcher illegally killed a street dog. Action needed in Pokhara!,Illegal Activities
Local butcher illegally killed a street dog. Action needed! #6810,Illegal Activities
"Doggo injured and now vaccinated, waiting for new home 🐕",Vaccination
Abandoned kitten found in Bhaktapur. Looking for a foster home.,Help
Report: Suspected poisoning of stray animals in Pokhara. Authorities notified.,Illegal Activities
Illegal puppy adoption scam disguised as vaccination drive 😡,Illegal Activities
Free rabies vaccination for street dogs in Pokhara this weekend #5839,Vaccination
Illegal dog fighting ring uncovered in Biratnagar. Investigation ongoing.,Illegal Activities
"Kitten was injured but now healthy, ready for adoption 🐱",Adoption
"Free vaccination camp for stray animals, some need adoption too",Vaccination
"Dog previously part of illegal fighting ring, now up for adoption",Adoption
Looking to adopt a cute German Shepherd? Meet Bella at Dharan.,Adoption
Doggo looking for adoption after accident — needs medical help first 🐶💔,Help
Urgent help needed for injured stray puppy #7900,Help
Free rabies vaccination for street dogs in Pokhara this weekend #6703,Vaccination
"Rescued stray vaccinated last week, adoption requests open",Adoption
Free rabies vaccination for street dogs in Pokhara this weekend #2455,Vaccination
Illegal puppy adoption scam disguised as vaccination drive 😡,Illegal Activities
Looking to adopt a cute Persian? Meet Luna at Biratnagar.,Adoption
Adopt Simba and give them the loving family they deserve.,Adoption
Rescued puppy available for adoption after vaccination 💉,Vaccination
Report: Suspected poisoning of stray animals in Pokhara. Authorities notified.,Illegal Activities
Protect our strays: vaccination camp at Biratnagar this August 1st.,Vaccination
"Kitten vaccinated after abuse case, help still needed for recovery",Vaccination
Adopt Simba and give them the loving family they deserve.,Adoption
Stray kitten offered for adoption without proper vaccination,Illegal Activities
Rescued puppy available for adoption after vaccination 💉,Vaccination
Rescued puppy available for adoption after vaccination 💉,Vaccination
Cruel treatment of animals reported near Bhaktapur. Raise your voice!,Illegal Activities
Join us for a community pet vaccination event in Kathmandu.,Vaccination
Vaccination campaign for street dogs happening at Kathmandu on this weekend.,Vaccination
Illegal puppy adoption scam disguised as vaccination drive 😡,Illegal Activities
Vaccinated puppy looking for adoption — needs caring home 🏠,Adoption
"Dog rescued from abuse, available for adoption 🙏",Adoption
"Meet Max, a lovable Pug looking for a forever home in Lalitpur.",Adoption
Injured stray dog spotted near Butwal. Immediate assistance needed!,Help
Wounded animal lying on the road at Bhaktapur. Volunteers needed urgently!,Help
Local butcher illegally killed a street dog. Action needed! #6270,Illegal Activities
Looking to adopt a 2-month-old vaccinated kitten #1257,Adoption
Looking to adopt a 2-month-old vaccinated kitten #2681,Adoption
Friendly Stray named Max available for adoption in Lalitpur.,Adoption
Local butcher illegally killed a street dog. Action needed! #9670,Illegal Activities
Urgent help needed for injured stray puppy #5428,Help
Urgent help needed for injured stray puppy #3544,Help
Report: Suspected poisoning of stray animals in Bhaktapur. Authorities notified.,Illegal Activities
Report: Suspected poisoning of stray animals in Dharan. Authorities notified.,Illegal Activities
Rescued puppy available for adoption after vaccination 💉,Vaccination
"Injured puppy already vaccinated, but still needs urgent help 😢",Help
"Free vaccination camp for stray animals, some need adoption too",Vaccination
Free rabies vaccination drive for stray animals at Kathmandu on August 1st.,Vaccination
Local butcher illegally killed a street dog. Action needed in Dharan!,Illegal Activities
Illegal puppy adoption scam disguised as vaccination drive 😡,Illegal Activities
Doggo looking for adoption after accident — needs medical help first 🐶💔,Help
Protect our strays: vaccination camp at Bhaktapur this Tuesday.,Vaccination
Abandoned kitten found in Bhaktapur. Looking for a foster home.,Help
Looking to adopt a 2-month-old vaccinated kitten #5617,Adoption
Urgent help needed for injured stray puppy #8968,Help
Looking to adopt a 2-month-old vaccinated kitten #4305,Adoption
Looking to adopt a 2-month-old vaccinated kitten #189,Adoption
"Rescued dog was previously abused, report illegal breeder 🚨",Illegal Activities
"Rescued kitten vaccinated last week, but requires surgery ASAP",Help
Free rabies vaccination for street dogs in Pokhara this weekend #7383,Vaccination
Friendly Pug named Simba available for adoption in Itahari.,Adoption
Doggo looking for adoption after accident — needs medical help first 🐶💔,Help
Free rabies vaccination for street dogs in Pokhara this weekend #2283,Vaccination
Urgent help needed for injured stray puppy #7092,Help
Local butcher illegally killed a street dog. Action needed! #202,Illegal Activities
"Doggo injured and now vaccinated, waiting for new home 🐕",Vaccination
Looking to adopt a 2-month-old vaccinated kitten #465,Adoption
"Dog rescued from abuse, available for adoption 🙏",Adoption
"Free vaccination camp for stray animals, some need adoption too",Vaccination
"Kitten vaccinated after abuse case, help still needed for recovery",Vaccination
Local butcher illegally killed a street dog. Action needed! #7166,Illegal Activities
Dog rescued from illegal breeder got vaccination this week,Vaccination
Puppy crying in pain at Itahari. Please help!,Help
"Rescued kitten vaccinated last week, but requires surgery ASAP",Help
Rescued puppy available for adoption after vaccination 💉,Vaccination
Urgent help needed for injured stray puppy #7116,Help
Urgent help needed for injured stray puppy #1444,Help
Vaccinated puppy looking for adoption — needs caring home 🏠,Adoption
Friendly Stray named Coco available for adoption in Itahari.,Adoption
Adopt Coco and give them the loving family they deserve.,Adoption
"Dog rescued from abuse, available for adoption 🙏",Adoption
Friendly Beagle named Max available for adoption in Kathmandu.,Adoption
"Rescued dog was previously abused, report illegal breeder 🚨",Illegal Activities
Wounded animal lying on the road at Dharan. Volunteers needed urgently!,Help
Looking to adopt a 2-month-old vaccinated kitten #7957,Adoption
"Animal abuse victim, please help, might need new home later",Help
Looking to adopt a 2-month-old vaccinated kitten #6993,Adoption
Free rabies vaccination for street dogs in Pokhara this weekend #4687,Vaccination
"Animal abuse victim, please help, might need new home later",Help
Vaccinated puppy looking for adoption — needs caring home 🏠,Adoption
Free rabies vaccination for street dogs in Pokhara this weekend #5287,Vaccination
Urgent help needed for injured stray puppy #124,Help
Urgent help needed for injured stray puppy #2228,Help
Illegal dog fighting ring uncovered in Bhaktapur. Investigation ongoing.,Illegal Activities
Report: Suspected poisoning of stray animals in Pokhara. Authorities notified.,Illegal Activities
Friendly Pug named Bella available for adoption in Itahari.,Adoption
"Dog rescued from abuse, available for adoption 🙏",Adoption
Friendly Labrador named Charlie available for adoption in Bhaktapur.,Adoption
Puppy crying in pain at Kathmandu. Please help!,Help
Report: Suspected poisoning of stray animals in Lalitpur. Authorities notified.,Illegal Activities
Join us for a community pet vaccination event in Biratnagar.,Vaccination
"Doggo injured and now vaccinated, waiting for new home 🐕",Vaccination
Free rabies vaccination for street dogs in Pokhara this weekend #7775,Vaccination
Vaccinated puppy looking for adoption — needs caring home 🏠,Adoption
"Animal abuse victim, please help, might need new home later",Help
Stray dog vaccinated at camp but still needs HELP immediately 🙏,Help
Doggo looking for adoption after accident — needs medical help first 🐶💔,Help
